Group,REFID,Synonym,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,DIM,UOM_MDC,UOM_UCUM,CF_UCODE10,Enum_Values,External_sites,Vendor_VMD,Vendor_Description
INFANT_WARMER INFANT_INCUBATOR INFANT_HYBRID_MICROENV,MDC_MICROENV_HEATER_HEAT_SINK_RESIST,,184304,"A.7.12.1","Resistance | Temperature-related | Heat Sink, Heater | Incubator, Microenvironment","Incubator heater heat sink temperature sensor resistance",,"Incubator heater heat sink and fin assembly temperature sensor resistance","","MDC_DIM_OHM","Ohm",,,,"MDC_DEV_INFANT_MICROENV_VMD
MDC_DEV_INFANT_MICROENV_VMD/MDC_DEV_INFANT_MICROENV_HEATER_RADIANT_CHAN
MDC_DEV_INFANT_MICROENV_VMD/MDC_DEV_INFANT_MICROENV_HEATER_CONVECTIVE_CHAN {Nuvon}","Heat Sink Sensor Resistor {Nuvon}"
INFANT_HYBRID_MICROENV,MDC_MICROENV_HEATER_HEAT_SINK_TEMP,,184308,"A.7.12.1","Temperature | | Heat Sink, Heater | Incubator, Microenvironment","Incubator heater heat sink temperature",,"Incubator heater heat sink and fin assembly temperature","Q Q","MDC_DIM_DEGC MDC_DIM_FAHR","Cel [degF]",268192 266560,,,,""
INFANT_WARMER INFANT_INCUBATOR INFANT_HYBRID_MICROENV,MDC_MICROENV_HEATER_TYPE,,184337,"A.7.12.1","Type | Heater | | Incubator or Warmer, Microenvironment","Incubator heater type",,"Incubator or warmer heater currently being used.  This may include radiant, convective or none (no heat).","",,"",,"RADIANT CONVECTIVE NONE",,,
INFANT_WARMER INFANT_INCUBATOR INFANT_HYBRID_MICROENV,MDC_MICROENV_TYPE,,184336,"A.7.12.1","Type | Bed | | Incubator or Warmer, Microenvironment","Microenvironment Bed Type",,"The type of bed used for an infant in the neonatal intensive care unit or newborn nursery. A radiant warmer is an open bed, an incubator is a closed bed, and an incubator that can serve as a radiant warmer is a combination bed.","",,"",,"OPEN CLOSED COMBINATION",,,
BLD_GAS_SpO2_PHD,MDC_MODALITY_FAST,,150580,"A.7.13.1","ModalityEnumeration | Measurement response time, fast | ArterialBlood | FluidChemistry, Pulse Oximetry","SpO2 fast response",,"The modality of fast-response SpO2 measurement. Rate of sampling of peripheral oxygen saturation by device.","",,"",,,,,""
BLD_GAS_SpO2_PHD,MDC_MODALITY_SLOW,,150584,"A.7.13.1","ModalityEnumeration | Measurement response time, slow | ArterialBlood | FluidChemistry, Pulse Oximetry","SpO2 slow response",,"The modality of slow-response SpO2 measurement. Rate of sampling of peripheral oxygen saturation by device.","",,"",,,,,""
BLD_GAS_SpO2_PHD,MDC_MODALITY_SPOT,,150588,"A.7.13.1","ModalityEnumeration | Measurement response time, spot check | ArterialBlood | FluidChemistry, Pulse Oximetry","SpO2 spot check",,"The modality of spot-check SpO2 measurement.  Peripheral oxygen saturation.","",,"",,,,,""
NEB_DLV_CYCLES,MDC_NEB_CYCLES_REMAIN,,153360,"A.7.4.12","Count, cycles | Remaining | Nebulization | Nebulizer","Remaining number of cycles",,"Number of cycles remaining, including the current cycle.  Transitions to zero when delivery completed.","1","MDC_DIM_DIMLESS","{unitless} 1 {count}",262656,,,,""
NEB_DLV_CYCLES,MDC_NEB_CYCLES_SETTING,,16930568,"A.7.4.12","Count, cycles | Nebulization delivery cycles | Nebulization of fluid | Nebulizer, setting","(set) nebulizer cycles",,"Specifies the number of nebulizer delivery cycles having a specified run time and/or volume when operating in scheduled mode.","1","MDC_DIM_DIMLESS","{unitless} 1 {count}",262656,,,"    {IEEE}",""
INFANT_WARMER INFANT_INCUBATOR INFANT_HYBRID_MICROENV,MDC_NEB_DEV_MODE_SETTING,,16961626,"A.7.4.12","Mode |  | Nebulization Mode | Nebulizer","(set) nebulizer mode",,"Specifies the nebulizer operational mode, including intermittent, scheduled or continuous modes.  Selecting intermittent mode delivers a single timed delivery based on the programmed run time and/or volume, and for scheduled mode, the number of cycles and pause time between cycles.  Selecting continuous mode delivers nebulized medication until the medication runs out or delivery is stopped. ","",,"",,"INTERMITTENT SCHEDULED CONTINUOUS OFF",,"   {IEEE}",""
NEB_DEV_STATUS,MDC_NEB_DEV_STATUS,,184409,"A.7.4.12","Status | Operational | Device | Nebulizer","Nebulizer status",,"Specifies the nebulizer operational status, such as nebulizer on/off, nebulizer failure, no nebulizer, nebulizer not connected and other information.","",,"",,"OFF NOT_PRESENT NOT_CONNECTED FAILURE ON",,,""
NEB_DEV_TYPE,MDC_NEB_DEV_TYPE,,184408,"A.7.4.12","Type | | Device | Nebulizer","Nebulizer type",,"Specifies the nebulizer type, such as an aerosolizer (using a micro pump) or pneumatic (using an external air or oxygen supply).","",,"",,"AEROSOLIZER  PNEUMATIC",,,""
NEB_TIME_ELAPSED,MDC_NEB_TIME_PD_ELAPSED_CURR_CYCLE,,153372,"A.7.4.12","Duration | Elapsed nebulization time, current cycle | Nebulization | Nebulizer","Elapsed nebulization time for current cycle",,"Elapsed time that fluid has been nebulized for current cycle.","T","MDC_DIM_MIN","min",264352,,,,""
NEB_TIME_ELAPSED,MDC_NEB_TIME_PD_ELAPSED_TOTAL,,153376,"A.7.4.12","Volume | Elapsed nebulization time, total | Nebulization | Nebulizer","Total elapsed nebulization time for current set of delivery cycles",,"Total elapsed time that fluid that has been nebulized for current set of delivery cycles.","T","MDC_DIM_MIN","min",264352,,,,""
NEB_DLV_PAUSE,MDC_NEB_TIME_PD_PAUSE_SETTING,,16930572,"A.7.4.12","Duration | Inter-delivery | Pause between nebulization deliveries | Nebulizer, setting","(set) nebulizer pause time",,"Specifies the pause (time duration) between nebulizer delivery cycles when operating in scheduled mode.","T","MDC_DIM_MIN","min",264352,,,"    {IEEE}",""
NEB_DLV_TIME,MDC_NEB_TIME_PD_PER_CYCLE_SETTING,,16930560,"A.7.4.12","Duration | Delivery | Nebulization of fluid, per cycle | Nebulizer, setting","(set) nebulizer run time",,"Specifies the nebulizer run time per delivery cycle.","T","MDC_DIM_MIN","min",264352,,,"    {IEEE}",""
NEB_TIME_REMAIN,MDC_NEB_TIME_PD_REMAIN_CURR_CYCLE,,153364,"A.7.4.12","Duration | Delivery | Remaining nebulization time, current cycle | Nebulization | Nebulizer","Remaining nebulization time for current cycle",,"Remaining nebulization time for current cycle.  Transitions to zero at the start of the pause interval when delivery for the current cycle is completed","T","MDC_DIM_MIN","min",264352,,,,""
NEB_TIME_REMAIN,MDC_NEB_TIME_PD_REMAIN_TOTAL,,153368,"A.7.4.12","Duration | Delivery | Remaining nebulization time, total | Nebulization | Nebulizer","Total remaining nebulization time for current set of delivery cycles",,"Total remaining nebulization delivery time for current set of delivery cycles (does not include pause time).","T","MDC_DIM_MIN","min",264352,,,,""
NEB_VOL_DLVD,MDC_NEB_VOL_FLUID_DELIV_CURR_CYCLE,,153388,"A.7.4.12","Volume | Fluid nebulized, current cycle | Nebulization | Nebulizer","Volume of fluid that has been nebulized for current cycle",,"Estimated volume of fluid that has been nebulized for current cycle.","L3","MDC_DIM_MILLI_L","mL",263762,,,,""
NEB_VOL_DLVD,MDC_NEB_VOL_FLUID_DELIV_TOTAL,,153392,"A.7.4.12","Volume | Fluid nebulized, total | Nebulization | Nebulizer","Total volume of fluid that has been nebulized for current set of delivery cycles",,"Estimated volume of fluid that has been nebulized for current set of delivery cycles.","L3","MDC_DIM_MILLI_L","mL",263762,,,,""
NEB_DLV_VOL,MDC_NEB_VOL_FLUID_PER_CYCLE_SETTING,,16930564,"A.7.4.12","Volume | Delivery | Fluid to be nebulized, per cycle | Nebulizer, setting","(set) nebulizer volume",,"Specifies the nebulizer volume per delivery cycle.","L3","MDC_DIM_MILLI_L","mL",263762,,,"    {IEEE}",""
NEB_VOL_REMAIN,MDC_NEB_VOL_FLUID_REMAIN_CURR_CYCLE,,153380,"A.7.4.12","Volume | Remaining fluid to be nebulized, current cycle | Nebulization | Nebulizer","Remaining fluid to be nebulized for current cycle",,"Estimated remaining volume of fluid to be nebulized for current cycle.","L3","MDC_DIM_MILLI_L","mL",263762,,,,""
NEB_VOL_REMAIN,MDC_NEB_VOL_FLUID_REMAIN_TOTAL,,153384,"A.7.4.12","Volume | Remaining fluid to be nebulized, total | Nebulization | Nebulizer","Total remaining fluid to be nebulized for current set of delivery cycles",,"Estimated total remaining volume of fluid to be nebulized for current set of delivery cycles.","L3","MDC_DIM_MILLI_L","mL",263762,,,,""
DS-IP-SYR DS-IP-PCA DS-IP-LVP DS-IP,MDC_NUM_DOSE_PROG,,158011,"A.7.7.1","","","","","1","MDC_DIM_DIMLESS","{unitless} 1",262656,,,"Primary Infusate Source {IHE PCD Infusion Pump Work Group }","Number of programmed doses as part of a multi-dosing therapy. {IHE PCD Infusion Pump Work Group }"
DS-IP-PCA,MDC_NUM_PATIENT_DOSES_ATTEMPTED_TOTAL,,157991,"A.7.7.1","","","","Cumulative number of patient doses requested.(since start of operation or last cleared by clinician)","1","MDC_DIM_DIMLESS","{unitless} 1",262656,,,"PCA Info {IHE PCD Infusion Pump Work Group }","Cumulative number of patient doses requested. {IHE PCD Infusion Pump Work Group }"
DS-IP-PCA,MDC_NUM_PATIENT_DOSES_GIVEN_TOTAL,,157990,"A.7.7.1","","","","Cumulative number of patient doses actually delivered (since start of operation or last cleared by clinician)","1","MDC_DIM_DIMLESS","{unitless} 1",262656,,,"PCA Info {IHE PCD Infusion Pump Work Group }","Cumulative number of patient doses actually delivered {IHE PCD Infusion Pump Work Group }"
RESP_CALC_EST RESP_CALC,MDC_O2_EXTRACTION_RATIO,,152856,"A.7.4.8","Ratio, Oxygen Quantity | ConsumedOxygen, DeliveredOxygen | Blood, CVS","(Estimated) Oxygen Extraction Ratio","OER","The (estimated) ratio (fraction) of oxygen that is consumed divided by the oxygen that is delivered.","1","MDC_DIM_PERCENT","%",262688,,,"MDC_DEV_CALC_PULM_EST_VMD {GE} MDC_DEV_CALC_PULM_VMD {GE}","Estimated O2 Extraction Ratio {GE} O2 Extraction Ratio {GE}"
RESP_CALC,MDC_O2_OXYGENATION_RATIO,,150656,"A.7.3.1","Ratio, Concentration | arterial oxygen, inspired oxygen (PaO2/FiO2) | ArterialOxygen | Blood, CVS","Oxygenation Ratio","PaO<sub>2</sub>/FiO<sub>2</sub>, PFr","Oxygenation Ratio, calculated as the ratio of PaO2 (partial pressure of arterial oxygen) divided by FiO2 (the fractional of inspired oxygen, e.g. FiO2 in air = 0.21).","1","MDC_DIM_PERCENT","%",262688,,,"MDC_DEV_CALC_PULM_VMD {GE}","Oxygenation Ratio {GE}"
SKIN_TCUT_O2,MDC_O2_TCUT,,151760,,"","","","","LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG","kPa mm[Hg]",265987 266016,,,"PHYSIO_SRC_ID_TcGas {Philips} PHYSIO_SRC_ID_TCP {Draeger} MDC_DEV_O2_TCUT_VMD {GE}","Transcutaneous Oxygen Partial Pressure {Philips} Transcutaneous O2 {Draeger} Transcutaneous Oxygen Pressure {GE} Transcutaneous CO2 Pressure {GE}"
CVS_HEMO_CALC_CO,MDC_OUTPUT_CARD,,150276,,"Volume | PerMinute | Blood | LeftVentricle, CVS","Cardiac output","CO","Quantity of blood pumped by the left ventricle into the aorta per minute","","MDC_DIM_L_PER_MIN","L/min",265216,,,"PHYSIO_SRC_ID_CO {Philips}  {Spacelabs} MDC_DEV_CALC_CARD_VMD {GE} MDC_DEV_ANALY_CARD_OUTPUT_VMD {GE}","Cardiac Output {Philips} Cardiac Output {Spacelabs} Cardiac Output {GE}"
RESP_CALC,MDC_OUTPUT_CARDIAC_FICK,,150660,"A.7.3.1","Volume | PerMinute | Blood | Left Ventricle, CVS, by Fick method","Cardiac Output","CO","Quantity of blood pumped by the left ventricle into the aorta per minute, specifically by using the Fick method","","MDC_DIM_L_PER_MIN","L/min",265216,,,"MDC_DEV_CALC_PULM_VMD {GE}","Fick Cardiac Output {GE}"
CVS_HEMO_CALC_CO,MDC_OUTPUT_CARD_CTS,,150492,,"Volume | PerMinute, Continuous | Blood | LeftVentricle, CVS","Continuous cardiac output","","Quantity of blood pumped by the left ventricle into the aorta per minute, obtained as continuous measurement","","MDC_DIM_L_PER_MIN","L/min",265216,,,"PHYSIO_SRC_ID_CCO {Philips} PHYSIO_SRC_ID_ICG {Draeger} PHYSIO_SRC_ID_SVO2 {Draeger} PHYSIO_SRC_ID_PICCO {Draeger} MDC_DEV_ANALY_CARD_OUTPUT_CTS_VMD {GE}","Continuous Cardiac Output {Philips} ICG cont. Cardiac Output {Draeger} Cont. Cardiac Output {Draeger} Pulse contour cardiac output {Draeger} Continuous Cardiac Output {GE} Cardiac Output {GE}"
CVS_HEMO_CALC_COI,MDC_OUTPUT_CARD_INDEX,,149772,,"Index | PerMinute | Volume | Blood, LeftVentricle, CVS","Cardiac index","CI","Quantity of blood pumped by the left ventricle into the aorta per minute and divided by the body surface area (CO/BSA)","","MDC_DIM_L_PER_MIN_PER_M_SQ","L/min/m2",264992,,,"PHYSIO_SRC_ID_CO {Philips} PHYSIO_SRC_ID_CO {Draeger} PHYSIO_SRC_ID_PICCO {Draeger} PHYSIO_SRC_ID_SVO2 {Draeger} MDC_DEV_CALC_CARD_VMD {GE} MDC_DEV_ANALY_CARD_OUTPUT_CTS_VMD {GE} MDC_DEV_CALC_HEMO_VMD {GE} MDC_DEV_ANALY_CARD_OUTPUT_NONINV_VMD {GE} MDC_DEV_CALC_PULM_VMD {GE} MDC_DEV_ANALY_CARD_OUTPUT_VMD {GE}","Cardiac Index {Philips} Cardiac Index {Draeger} ICG cont. Cardiac Index {Draeger} Cont. Cardiac Output Indexed {Draeger} Intermittent Cardiac Out. Indexed {Draeger} Pulse contour cardiac Index {Draeger} PiCCO: Cardiac Index {Draeger} Cardiac Index {GE} Continuous Cardiac Index {GE}"
CVS_HEMO_CALC_CO,MDC_OUTPUT_CARD_NONCTS,,150496,,"Volume | PerMinute, Discontinuous | Blood | LeftVentricle, CVS","Discontinuous cardiac output","","Quantity of blood pumped by the left ventricle into the aorta per minute, obtained as not continuous measurement","","MDC_DIM_L_PER_MIN","L/min",265216,,,"PHYSIO_SRC_ID_PICCO {Draeger}","Intermittent Cardiac Out. {Draeger} cardiac output {Draeger}"
CVS_HEMO_PALP_PR,MDC_PALPATION_HEART_RATE,,149562,"A.7.3.1","Rate | Beats | Heart | CVS, manual palpation","Heart rate by palpation","HR","Heart rate obtained from an artery that is close to the surface and a pulse can be felt.  [The most common places to measure heart rate using palpation are at the wrist (radial artery) and the neck (carotid artery).]","T-1","MDC_DIM_BEAT_PER_MIN","/min 1/min {beat}/min {beats}/min",264864,,,,""
SKIN_TCUT,MDC_POWER_TCUT,,188488,"A.7.11.1","Power | | Trancutaneous probe | Heater","Transcutaneous probe heater power",,"Transcutaneous sensor heater power","L2MT-3","MDC_DIM_MILLI_WATT","mW",266194,,,"MDC_DEV_CO2_TCUT_VMD {GE}","Total Heater Power {GE}"
RESP_CALC GASTRIC_TONO AMBIENT,MDC_PRESS_AIR_AMBIENT,,152836,"A.7.4.8","Barometric Pressure | | Ambient, immediate patient environment","Ambient Pressure",,"Ambient (immediate patient environment) air pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"MDC_DEV_CALC_PULM_VMD {GE} MDC_DEV_ANALY_PCO2_GASTRIC_VMD {GE} MDC_DEV_ANALY_BLD_CHEM_MULTI_PARAM_VMD {GE}","Barometric Pressure {GE} Ambient Pressure {GE}"
GASDLV_SUPPLY,MDC_PRESS_AIR_CYL,,152892,"A.7.4.8","Pressure | Cylinder | Air, Gas","Air cylinder pressure",,"Air cylinder pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_PSI MDC_DIM_MILLI_BAR","kPa [psi] mbar",265987 268736 266098,,,,""
GASDLV_SUPPLY,MDC_PRESS_AIR_SUPPLY,,152888,"A.7.4.8","Pressure | Supply, pipeline | Air, Gas","Air supply (pipeline) pressure",,"Air supply (pipeline) pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_PSI MDC_DIM_MILLI_BAR","kPa [psi] mbar",265987 268736 266098,,,,""
RESP_PRESS,MDC_PRESS_AWAY,,151792,"A.7.4.8","Pressure | | Gas | Airway","Airway pressure","PAW","Pressure of gas in airway","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}   {VIASYS}","Airway Pressure Wave {Philips} Mean Airway Pressure {GE} Airway Pressure {VIASYS}"
RESP_PRESS,MDC_PRESS_AWAY_CTS_POS,,151796,"A.7.4.8","Pressure | Continuous, Positive | Gas | Airway","CPAP pressure","CPAP","Continuous pressure in airway during spontaneous respiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Continuous Positive Airway Pressure {Philips}"
RESP_PRESS RESP_PRESS_PEEP GASMON,MDC_PRESS_AWAY_END_EXP_POS,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC,151804,"A.7.4.8","Pressure | End-expiratory, Extrinsic | Gas | Ventilator","Extrinsic PEEP (positive end expiratory pressure), applied","PEEPe","Positive end expiratory pressure applied to the airway. ","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"MDC_DEV_CALC_PULM_VMD {GE} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}","Positive End Expiratory Pressure {GE}"
GASMON_PEEP,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC,,151804,"A.7.4.8",,,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASMON_PEEP,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC_DYNAMIC,,152792,"A.7.4.8","Pressure | End-expiratory, Extrinsic, Dynamic | Gas | Airway","Dynamic extrinsic PEEP","PEEPe, dyn","Dynamic extrinsic PEEP, the minimum pressure at or near the end of expiration, reflecting the set PEEP from the ventilator.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
RESP_PRESS_PEEP GASMON,MDC_PRESS_AWAY_END_EXP_POS_INTRINSIC,,151808,"A.7.4.8","Pressure | End-expiratory, Intrinsic | Gas | Airway","Intrinsic PEEP (aka Auto PEEP)","PEEPi",".The component of alveolar pressure in the lungs above extrinsic PEEP due to physiologic causes at the end of expiration.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips} PHYSIO_SRC_ID_VENT {Draeger} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}","Intrinsic PEEP Breathing Pressure {Philips} Intrinsic Positive End Expiratory Pressure {Draeger} Intrinsic Positive End Expiratory Pressure {GE} Auto PEEP {GE} Intrinsic PEEP {GE}"
GASMON_PEEP,MDC_PRESS_AWAY_END_EXP_POS_INTRINSIC_DYNAMIC,,152796,"A.7.4.8","Pressure | End-expiratory, Intrinsic, Dynamic | Gas | Airway","Dynamic intrinsic PEEP","PEEPi, dyn","Dynamic intrinsic PEEP, obtained during the short period between expiratory valve closure and flow arriving at the patient.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
RESP_PRESS RESP_PRESS_PEEP GASMON,MDC_PRESS_AWAY_END_EXP_POS_SETTING,,16929020,"A.7.4.8","Pressure | End-expiratory, Extrinsic | Gas | Ventilator, Setting",,,"Positive end expiratory pressure applied to the airway during spontaneous breathing, e.g. by an expiratory valve on the breathing circuit.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASMON,MDC_PRESS_AWAY_END_EXP_POS_TOTAL,,152788,"A.7.4.8","Pressure | End-expiratory, Total | Gas | Lungs","Total PEEP","PEEPe+i","The sum of the extrinsic PEEPe and intrinsic PEEPi, representing the total pressure in the lungs at the end of expiration.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASMON_PEEP,MDC_PRESS_AWAY_END_EXP_POS_TOTAL_DYNAMIC,,152800,"A.7.4.8","Pressure | End-expiratory, Total, Dynamic | Gas | Airway","Dynamic total PEEP","PEEPe+i, dyn","Dynamic total PEEP, obtained during the short period between expiratory valve closure and flow arriving at the patient.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASMON_PRESS_AWAY,MDC_PRESS_AWAY_EXP,,151812,"A.7.4.8","Pressure | Expiration | Gas | Airway","Expiratory airway pressure","PE","Pressure of gas in airway during expiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASMON_PRESS_AWAY,MDC_PRESS_AWAY_EXP_MAX,,151813,"A.7.4.8","Pressure | Expiration, Maximum | Gas | Airway","Maximum expiratory airway pressure","PE max","Maximum pressure of gas in airway during expiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASMON_PRESS_AWAY,MDC_PRESS_AWAY_EXP_MIN,,151814,"A.7.4.8","Pressure | Expiration, Minimum | Gas | Airway","Minimum expiratory airway pressure","PE min","Minimum airway pressure at any point during an expiratory phase before end expiration if less than end expiratory pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
RESP_PRESS,MDC_PRESS_AWAY_INSP,,151816,"A.7.4.8","Pressure | Inspiration | Gas | Airway","Inspiratory airway pressure","PI","Pressure of gas in airway during inspiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips}   {VIASYS}","Airway Pressure Wave - measured in the inspiratory path {Philips} Airway Pressure (at Machine Outlet) {VIASYS}"
GASMON_PRESS_AWAY,MDC_PRESS_AWAY_INSP_END,,152712,"A.7.4.8","Pressure | Inspiration, End | Gas | Airway","End inspiratory pressure","EIP","Pressure of gas in airway measured at the end of the inspiratory phase (this may be coincident with the peak inspiratory pressure or the plateau pressure and thus may have the same value as either).","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
RESP_PRESS,MDC_PRESS_AWAY_INSP_MAX,,151817,"A.7.4.8","Pressure | Inspiration, Maximum | Gas | Airway","Maximum inspiratory airway pressure (peak inspiratory pressure)","PIP","Maximum pressure of gas in airway during inspiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips} PHYSIO_SRC_ID_ETCO2 {Draeger} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}   {VIASYS}","Positive Inspiratory ressure {Philips} Peak Inspiratory Pressure {Draeger} Peak Inspiratory Pressure {GE} Maximum Inspiratory Pressure {VIASYS}"
RESP_PRESS,MDC_PRESS_AWAY_INSP_MEAN,,151819,"A.7.4.8","Pressure | Inspiration, Mean | Gas | Airway","Mean inspiratory airway pressure","PI mean","Mean pressure of gas in airway during inspiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Mean Airway Pressure. Printer Context {Philips}"
GASMON_PRESS_AWAY,MDC_PRESS_AWAY_INSP_MIN,,151818,"A.7.4.8","Pressure | Inspiration, Minimum | Gas | Airway","Minimum inspiratory airway pressure","PI min","Minimum pressure of gas in airway during inspiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
RESP_PRESS,MDC_PRESS_AWAY_INSP_PEAK,,151817,,"","","","","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {VIASYS}","Peak Airway Pressure {VIASYS}"
